kpoint	source_band	reference_band	dominant_amplitude	phase_residual	eigenvalue_difference_ha
37	25	25	1.00000000000236677e+00	1.65742716346807125e-08	1.92901755635688232e-06
38	0	0	9.99999999999998557e-01	1.57955778955097488e-09	-3.82133149429142449e-08
38	1	1	9.99999999999998890e-01	5.20338417053624800e-09	-1.66208863078970426e-11
38	2	2	9.99999999999999778e-01	1.15121092756818967e-08	3.82681000637985491e-08
38	3	3	9.99999999999998335e-01	2.81585402923827038e-09	5.66324542539131670e-08
38	4	4	9.99999999999999556e-01	1.40050701575509500e-08	1.11430294269521113e-07
38	5	5	1.00000000000000222e+00	2.06615179787323214e-08	1.53127067581415588e-07
38	6	6	1.00000000000000155e+00	1.05803448879062027e-08	1.67390040550774444e-07
38	7	7	9.99999999999999001e-01	2.29318190915464185e-09	1.71068703924692755e-07
38	8	8	1.00000000000000178e+00	1.03886840169965712e-08	2.34539426879898372e-07
38	9	9	9.99999999999999556e-01	9.41392251873415119e-09	2.41089321062482043e-07
38	10	10	1.00000000000000311e+00	1.04675571565168053e-08	2.68666710878662229e-07
38	11	11	9.99999999999999889e-01	8.44581677085980625e-09	2.68800269598301611e-07
38	12	12	9.99999999999999556e-01	1.50598117991955041e-08	3.40927802988666429e-07
38	13	13	9.99999999999999001e-01	1.17155754882414564e-08	3.45894522801870608e-07
38	14	14	9.99999999999999223e-01	1.09157453319192933e-08	3.53765371552405838e-07
38	15	15	9.99999999999998668e-01	1.78369464768035898e-08	3.66878865953879085e-07
38	16	16	9.99999999999994671e-01	1.27033935990077400e-08	3.89682415224967826e-07
38	17	17	1.00000000000000000e+00	2.01955090701260099e-08	4.21198704136926949e-07
38	18	18	9.99999999999999445e-01	2.82904086177563468e-09	4.36972893869125301e-07
38	19	19	9.99999999999988898e-01	5.86911740282104291e-09	5.02013992820238286e-07
38	20	20	1.00000000000000000e+00	4.86467164348994261e-09	5.81312896041907834e-07
38	21	21	9.99999999999973577e-01	2.66316861615016535e-08	6.22093231372744526e-07
38	22	22	1.00000000000029377e+00	8.85764814227571645e-09	1.24156180270063032e-06
38	23	23	9.99999999999984124e-01	5.65959291027434131e-10	1.42312084161488883e-06
38	24	24	1.00000000000067302e+00	5.79789304229890005e-08	1.57759214758357302e-06
38	25	25	1.00000000000256706e+00	3.25408093262503985e-08	1.76844692312272400e-06
39	0	0	9.99999999999998113e-01	1.20258157742437022e-08	-1.68460832575267894e-08
39	1	1	9.99999999999998113e-01	1.20257705789619210e-08	-1.68460629612621204e-08
39	2	2	9.99999999999760969e-01	6.91145966653388427e-07	3.38534201227425058e-08
39	3	3	9.99999999999761524e-01	6.91145909874393727e-07	3.38534216354213768e-08
39	4	4	9.99999999999999778e-01	1.70361876615779930e-08	1.48498290053478144e-07
39	5	5	1.00000000000000000e+00	1.70362434931261831e-08	1.48498323138124277e-07
39	6	6	9.99999999999999112e-01	5.41394137121225970e-08	1.60928669667992352e-07
39	7	7	1.00000000000000044e+00	5.41392013384877136e-08	1.60928677495064676e-07
39	8	8	9.99999999999993117e-01	1.21217548562743963e-07	2.32418969958736454e-07
39	9	9	9.99999999999993450e-01	1.21217591433182568e-07	2.32418975287806973e-07
39	10	10	1.00000000000000266e+00	2.15109296444182694e-08	2.83338703277458137e-07
39	11	11	1.00000000000000155e+00	2.15109653863290954e-08	2.83338713491509964e-07
39	12	12	9.99999999999999889e-01	1.63295696011347526e-08	3.51201516646248990e-07
39	13	13	1.00000000000000000e+00	1.63296068091121638e-08	3.51201542736490069e-07
39	14	14	9.99999999999999001e-01	1.86181087018056608e-08	3.65048628214736937e-07
39	15	15	1.00000000000000022e+00	1.86179350625762042e-08	3.65048817174695728e-07
39	16	16	9.99999999999999778e-01	1.33711706134018538e-08	3.66875857249482351e-07
39	17	17	1.00000000000000022e+00	1.33712082005366215e-08	3.66875909429964508e-07
39	18	18	1.00000000000000067e+00	2.71209649419135681e-08	4.56726981123978248e-07
39	19	19	1.00000000000000044e+00	2.71208743110298345e-08	4.56726993336431519e-07
39	20	20	9.99999999999964251e-01	9.40451320309663087e-09	6.11765692548615903e-07
39	21	21	9.99999999999964362e-01	9.40451098145101091e-09	6.11766157732063220e-07
39	22	22	1.00000000000165090e+00	2.56117796044379238e-08	1.52509806561340611e-06
39	23	23	1.00000000000171041e+00	2.56118176107161176e-08	1.52510129503014014e-06
39	24	24	9.99999999999982903e-01	3.35064099772812966e-09	1.71259585535210590e-06
39	25	25	1.00000000000000400e+00	3.35064216409458418e-09	1.71259782888455447e-06
40	0	0	9.99999999999998890e-01	6.20169829081063103e-09	-1.91245175806820100e-08
40	1	1	9.99999999999998335e-01	6.20161211103004267e-09	-1.91244904981791031e-08
40	2	3	8.93912291826511884e-01	1.05048377876016708e+00	4.73339074325007658e-08
40	3	2	8.93912291826513550e-01	1.05048377876016552e+00	4.73339058226773801e-08
40	4	4	1.00000000000000133e+00	1.36577558073615374e-08	1.00526851509741277e-07
40	5	5	1.00000000000000133e+00	1.36577167616240718e-08	1.00526917456988940e-07
40	6	6	9.85383368080015143e-01	1.70977377436116573e-01	2.24336949017356346e-07
40	7	7	9.85383368080015587e-01	1.70977377436123179e-01	2.24336947463044112e-07
40	8	8	8.86353612914510647e-01	4.76752319364387556e-01	2.41834458791778673e-07
40	9	9	8.86353612914512201e-01	4.76752319364385113e-01	2.41834460013024000e-07
40	10	10	1.00000000000000022e+00	4.43358833516890457e-08	2.76346424188389506e-07
40	11	11	9.99999999999999223e-01	4.43359475134959635e-08	2.76346419636475105e-07
40	12	12	1.00000000000000022e+00	1.21179636617300718e-08	2.80911769956482260e-07
40	13	13	1.00000000000000022e+00	1.21179085089520169e-08	2.80911787164939142e-07
40	14	14	9.99999999999999334e-01	3.05451147501613656e-08	3.93053221081629545e-07
40	15	15	1.00000000000000000e+00	3.05448236589132887e-08	3.93053497305118071e-07
40	16	16	9.79205002024382765e-01	2.03936254561935371e-01	4.32515762982532692e-07
40	17	17	9.79205002024381987e-01	2.03936254561936064e-01	4.32515761872309668e-07
40	18	18	1.00000000000000044e+00	2.43353441287451464e-08	4.59014974474314386e-07
40	19	19	9.99999999999999889e-01	2.43353060181757529e-08	4.59015299103526786e-07
40	20	20	9.92401944626667976e-01	1.23272506035348992e-01	5.01249421969163222e-07
40	21	21	9.92401944626667420e-01	1.23272506035348145e-01	5.01249420414850988e-07
40	22	22	9.99018830830678661e-01	4.42982882085456720e-02	1.47064610356295589e-06
40	23	23	9.99018830830680993e-01	4.42982882085462062e-02	1.47064601119240024e-06
40	24	24	1.00000000000181699e+00	4.96727185552318062e-09	1.82056813002873241e-06
40	25	25	1.00000000000179590e+00	4.96730501539772757e-09	1.82056955644327445e-06
41	0	0	9.99999999999998002e-01	1.57956320442101181e-09	-3.82133147069918522e-08
41	1	1	9.99999999999999556e-01	5.20338668163127860e-09	-1.66214491714548884e-11
41	2	2	9.99999999999999556e-01	1.15121175593426801e-08	3.82681004801321833e-08
41	3	3	1.00000000000000022e+00	2.81585212090019035e-09	5.66324535600237766e-08
41	4	4	1.00000000000000044e+00	1.40050743166344475e-08	1.11430294047476508e-07
41	5	5	1.00000000000000067e+00	2.06614932523906923e-08	1.53127066471192563e-07
41	6	6	9.99999999999999556e-01	1.05803268147317916e-08	1.67390040495263293e-07
41	7	7	1.00000000000000044e+00	2.29319026985136989e-09	1.71068703702648151e-07
41	8	8	1.00000000000000044e+00	1.03886695568351714e-08	2.34539427323987582e-07
41	9	9	9.99999999999999889e-01	9.41392748399510981e-09	2.41089323282928092e-07
41	10	10	1.00000000000000200e+00	1.04672196790322380e-08	2.68666710101506112e-07
41	11	11	9.99999999999999667e-01	8.44462462105949889e-09	2.68800271263636148e-07
41	12	12	9.99999999999999556e-01	1.50597852745690797e-08	3.40927802655599521e-07
41	13	13	9.99999999999998890e-01	1.17155634899899585e-08	3.45894520137335348e-07
41	14	14	9.99999999999999223e-01	1.09157454685284825e-08	3.53765373661829585e-07
41	15	15	9.99999999999998890e-01	1.78369319258597365e-08	3.66878866620012900e-07
41	16	16	9.99999999999994671e-01	1.27033954152148988e-08	3.89682412782477172e-07
41	17	17	1.00000000000000089e+00	2.01955039907384078e-08	4.21198702804659320e-07
41	18	18	9.99999999999999112e-01	2.82903001485972699e-09	4.36972895867526745e-07
41	19	19	9.99999999999990008e-01	5.86911244023864484e-09	5.02013988823435398e-07
41	20	20	9.99999999999999889e-01	4.86468604994817803e-09	5.81312892489194155e-07
41	21	21	9.99999999999973133e-01	2.66316760982809210e-08	6.22093228708209267e-07
41	22	22	1.00000000000029088e+00	8.85761597807132184e-09	1.24156179515111376e-06
41	23	23	9.99999999999975353e-01	5.65968608499181562e-10	1.42312083273310463e-06
41	24	24	1.00000000000067502e+00	5.79787112517257410e-08	1.57759210495100888e-06
41	25	25	1.00000000000255551e+00	3.25406616074429626e-08	1.76844674815157532e-06
42	0	0	9.99999999999999334e-01	7.14887271407615066e-09	-4.33355688833625408e-08
42	1	1	9.99999999999999001e-01	3.16734093329154769e-08	-8.22732484917487739e-09
42	2	2	7.80932300088991060e-01	6.61917969978778720e-01	7.01823403559398429e-08
42	3	3	7.80932300088990505e-01	6.61917969977333098e-01	7.01825679239043154e-08
42	4	4	9.99999999999999778e-01	9.87164481513616932e-09	1.07865904874770990e-07
42	5	6	9.88304620051864036e-01	1.30192737344099041e+00	1.36500575842468663e-07
42	6	5	9.88304620051861593e-01	1.30192737346812071e+00	1.36508164494397732e-07
42	7	7	1.00000000000000444e+00	9.27393081029679254e-09	2.33388844583792832e-07
42	8	9	9.51763087667266250e-01	1.17742611436825273e+00	2.40574859478037695e-07
42	9	8	9.51763087667266694e-01	1.17742611440430989e+00	2.40607994750341447e-07
42	10	10	1.00000000000000466e+00	1.45365199533277391e-08	2.44032929308524160e-07
42	11	12	9.94184992711413917e-01	1.33589995091715363e+00	2.64076642553234819e-07
42	12	11	9.94184992711414472e-01	1.33589995095564507e+00	2.64088391377370613e-07
42	13	13	9.99999999999991784e-01	2.54151382343341768e-08	3.53586268264649561e-07
42	14	14	9.99999999999998890e-01	2.46190707291031402e-08	3.80498598628875584e-07
42	15	15	9.81589275520859617e-01	1.91889157895339058e-01	3.95685916476651300e-07
42	16	16	9.81589275520858839e-01	1.91889157892246615e-01	3.95755115567553162e-07
42	17	17	9.03066933913788783e-01	4.40302318748865440e-01	4.49274705216495818e-07
42	18	18	9.03066933913789560e-01	4.40302318749024924e-01	4.49315250783399733e-07
42	19	19	9.99999999999980127e-01	1.01030539834652553e-08	4.85745881739774177e-07
42	20	20	9.40614268373594964e-01	3.44632359552949186e-01	8.37001330022957291e-07
42	21	21	9.40614268373595852e-01	3.44632359552991152e-01	8.37066623127213916e-07
42	22	22	7.60615930964164688e-01	6.91930732023953943e-01	9.85555461241460762e-07
42	23	23	7.60615930964162468e-01	6.91930732023669504e-01	9.85569761358107144e-07
42	24	24	1.00000000000058709e+00	6.57112241901499185e-10	1.39849906233280308e-06
42	25	25	1.00000000000338352e+00	2.50073556131943844e-10	1.99687019009076039e-06
43	0	0	9.99999999999998446e-01	1.57956284309150845e-09	-3.82133155257813328e-08
43	1	1	1.00000000000000044e+00	5.20338763611852941e-09	-1.66220244491276092e-11
43	2	2	1.00000000000000089e+00	1.15121145826882224e-08	3.82681005911544858e-08
43	3	3	1.00000000000000044e+00	2.81585610318324353e-09	5.66324520057115421e-08
43	4	4	9.99999999999999889e-01	1.40050749415733790e-08	1.11430295157699533e-07
43	5	5	1.00000000000000111e+00	2.06614950921421774e-08	1.53127067026304076e-07
43	6	6	1.00000000000000089e+00	1.05803306798360687e-08	1.67390040495263293e-07
43	7	7	1.00000000000000044e+00	2.29317916072658399e-09	1.71068704923893478e-07
43	8	8	1.00000000000000111e+00	1.03886714759314719e-08	2.34539427546032186e-07
43	9	9	9.99999999999999778e-01	9.41392169867728756e-09	2.41089323282928092e-07
43	10	10	1.00000000000000222e+00	1.04672502445356398e-08	2.68666711211729137e-07
43	11	11	1.00000000000000022e+00	8.44474124656392640e-09	2.68800268932167796e-07
43	12	12	1.00000000000000000e+00	1.50597894214175320e-08	3.40927802655599521e-07
43	13	13	9.99999999999999556e-01	1.17155483158981934e-08	3.45894521469602978e-07
43	14	14	9.99999999999999001e-01	1.09156448023417823e-08	3.53765374772052610e-07
43	15	15	9.99999999999999556e-01	1.78369145267173055e-08	3.66878866175923690e-07
43	16	16	9.99999999999995004e-01	1.27034013249198931e-08	3.89682412560432567e-07
43	17	17	1.00000000000000044e+00	2.01955060436244987e-08	4.21198703026703924e-07
43	18	18	9.99999999999999778e-01	2.82902764080004695e-09	4.36972896311615955e-07
43	19	19	9.99999999999989342e-01	5.86912306443592279e-09	5.02013992820238286e-07
43	20	20	9.99999999999999778e-01	4.86468863841100199e-09	5.81312894931684809e-07
43	21	21	9.99999999999975020e-01	2.66316725148131898e-08	6.22093231150699921e-07
43	22	22	1.00000000000028844e+00	8.85760114675101824e-09	1.24156173075817833e-06
43	23	23	9.99999999999984790e-01	5.65986662713284073e-10	1.42312085271711908e-06
43	24	24	1.00000000000066791e+00	5.79788692119166920e-08	1.57759204189034108e-06
43	25	25	1.00000000000255906e+00	3.25407685275953547e-08	1.76844680144228050e-06
44	0	0	9.99999999999998890e-01	1.57954242731465758e-09	-3.82133145820917619e-08
44	1	1	1.00000000000000044e+00	5.20336967472631271e-09	-1.66213108814677879e-11
44	2	2	1.00000000000000044e+00	1.15120833385028000e-08	3.82681003413543053e-08
44	3	3	1.00000000000000089e+00	2.81585089718387583e-09	5.66324528383788106e-08
44	4	4	1.00000000000000000e+00	1.40050426583988742e-08	1.11430294991166079e-07
44	5	5	1.00000000000000067e+00	2.06614858719158450e-08	1.53127065916081051e-07
44	6	6	1.00000000000000044e+00	1.05803365581217142e-08	1.67390039718107175e-07
44	7	7	9.99999999999999334e-01	2.29315209393619156e-09	1.71068704590826570e-07
44	8	8	1.00000000000000089e+00	1.03886696813318556e-08	2.34539427101942977e-07
44	9	9	9.99999999999999112e-01	9.41392190155431774e-09	2.41089321395548950e-07
44	10	10	1.00000000000000178e+00	1.04672962665916595e-08	2.68666711211729137e-07
44	11	11	9.99999999999998890e-01	8.44502402986656028e-09	2.68800271707725358e-07
44	12	12	1.00000000000000111e+00	1.50598166533807657e-08	3.40927803321733336e-07
44	13	13	9.99999999999998890e-01	1.17155916652633784e-08	3.45894522579826003e-07
44	14	14	9.99999999999999334e-01	1.09157744338908429e-08	3.53765372440584258e-07
44	15	15	9.99999999999998779e-01	1.78369299126439010e-08	3.66878865953879085e-07
44	16	16	9.99999999999994005e-01	1.27034213401481755e-08	3.89682415669057036e-07
44	17	17	1.00000000000000089e+00	2.01954844591122047e-08	4.21198704358971554e-07
44	18	18	1.00000000000000089e+00	2.82902896265784755e-09	4.36972896311615955e-07
44	19	19	9.99999999999990008e-01	5.86909522093056633e-09	5.02013994374550521e-07
44	20	20	1.00000000000000044e+00	4.86466587814137041e-09	5.81312896485997044e-07
44	21	21	9.99999999999973910e-01	2.66316367491741121e-08	6.22093212276908503e-07
44	22	22	1.00000000000029377e+00	8.85746607778141839e-09	1.24156177827572378e-06
44	23	23	9.99999999999985567e-01	5.66018883322320318e-10	1.42312076745199079e-06
44	24	24	1.00000000000063238e+00	5.79790677142849486e-08	1.57759183050387719e-06
44	25	25	1.00000000000259526e+00	3.25408806389173506e-08	1.76844664334652180e-06
45	0	0	9.99999999999998446e-01	1.20813187762519687e-08	-1.68460832852823650e-08
45	1	1	1.00000000000000044e+00	1.20812800605878373e-08	-1.68460585064922341e-08
45	2	2	9.99999999999983347e-01	1.78472795923303033e-07	3.38534200533535667e-08
45	3	3	9.99999999999983680e-01	1.78472781292697859e-07	3.38534207611207449e-08
45	4	4	9.99999999999999889e-01	1.40934031850938566e-08	1.48498290275522749e-07
45	5	5	1.00000000000000111e+00	1.40934290024441387e-08	1.48498323415680034e-07
45	6	6	1.00000000000000022e+00	4.79944436012141575e-08	1.60928668724302781e-07
45	7	7	1.00000000000000044e+00	4.79942480303892781e-08	1.60928677550575827e-07
45	8	8	9.99999999999996336e-01	9.47916272421293604e-08	2.32418970624870269e-07
45	9	9	9.99999999999996780e-01	9.47916573644030162e-08	2.32418975842918485e-07
45	10	10	1.00000000000000089e+00	2.21900211117252792e-08	2.83338702278257415e-07
45	11	11	1.00000000000000133e+00	2.21900569197787971e-08	2.83338714268666081e-07
45	12	12	1.00000000000000022e+00	1.56272885817597023e-08	3.51201514647847546e-07
45	13	13	9.99999999999999112e-01	1.56273390744726889e-08	3.51201542736490069e-07
45	14	14	9.99999999999999223e-01	1.86609679085306662e-08	3.65048629102915356e-07
45	15	15	9.99999999999998779e-01	1.86607888421705970e-08	3.65048815842428098e-07
45	16	16	9.99999999999999778e-01	1.33660039011366206e-08	3.66875857915616166e-07
45	17	17	9.99999999999999556e-01	1.33660433386987360e-08	3.66875909652009113e-07
45	18	18	9.99999999999999889e-01	1.89804973128183844e-08	4.56726981123978248e-07
45	19	19	9.99999999999999889e-01	1.89804223782766299e-08	4.56726991560074680e-07
45	20	20	9.99999999999965361e-01	9.96340347672198863e-09	6.11765694324972742e-07
45	21	21	9.99999999999964917e-01	9.96338507534964712e-09	6.11766164837490578e-07
45	22	22	1.00000000000170308e+00	2.00407008597072775e-08	1.52509816953028121e-06
45	23	23	1.00000000000173972e+00	2.00407251389135644e-08	1.52510137851891159e-06
45	24	24	1.00000000000000266e+00	6.83521185637047047e-09	1.71259587222749587e-06
45	25	25	1.00000000000002309e+00	6.83521567899271992e-09	1.71259789816247121e-06
46	0	0	9.99999999999998890e-01	1.57955708526747610e-09	-3.82133149290364571e-08
46	1	1	9.99999999999999334e-01	5.20338604080419357e-09	-1.66201432092805482e-11
46	2	2	9.99999999999999667e-01	1.15121046222546122e-08	3.82681004107432443e-08
46	3	3	1.00000000000000044e+00	2.81585304835247262e-09	5.66324523665340251e-08
46	4	4	9.99999999999999001e-01	1.40050695885183817e-08	1.11430295046677230e-07
46	5	5	1.00000000000000111e+00	2.06615378996120224e-08	1.53127067359370983e-07
46	6	6	1.00000000000000044e+00	1.05803427383940889e-08	1.67390040439752141e-07
46	7	7	1.00000000000000000e+00	2.29318899109092329e-09	1.71068703092025487e-07
46	8	8	1.00000000000000067e+00	1.03886831409705977e-08	2.34539427546032186e-07
46	9	9	9.99999999999999223e-01	9.41392563462266385e-09	2.41089321506571252e-07
46	10	10	1.00000000000000222e+00	1.04675395434706642e-08	2.68666710989684532e-07
46	11	11	9.99999999999999667e-01	8.44574730809217112e-09	2.68800271152613846e-07
46	12	12	9.99999999999999778e-01	1.50598067869626891e-08	3.40927801434354194e-07
46	13	13	9.99999999999999445e-01	1.17155546296527217e-08	3.45894522801870608e-07
46	14	14	1.00000000000000067e+00	1.09157473807595644e-08	3.53765372773651166e-07
46	15	15	9.99999999999999667e-01	1.78369455476936430e-08	3.66878866842057505e-07
46	16	16	9.99999999999995337e-01	1.27033974628493986e-08	3.89682413004521777e-07
46	17	17	1.00000000000000111e+00	2.01955123205974981e-08	4.21198702804659320e-07
46	18	18	9.99999999999999112e-01	2.82903457020676991e-09	4.36972897421838979e-07
46	19	19	9.99999999999988898e-01	5.86911368398910463e-09	5.02013991487970657e-07
46	20	20	1.00000000000000067e+00	4.86467552266083375e-09	5.81312894931684809e-07
46	21	21	9.99999999999971578e-01	2.66316607377418981e-08	6.22093227597986242e-07
46	22	22	1.00000000000029732e+00	8.85766113609412543e-09	1.24156178449297272e-06
46	23	23	9.99999999999982903e-01	5.65955142516697261e-10	1.42312079853823548e-06
46	24	24	1.00000000000067413e+00	5.79788597014629674e-08	1.57759208274654839e-06
46	25	25	1.00000000000257350e+00	3.25407579037382548e-08	1.76844704213863224e-06
47	0	0	9.99999999999998890e-01	6.86882481191611383e-09	-4.73630078767772744e-08
47	1	1	9.99999999999998890e-01	4.99728891439052592e-09	1.20823295743366366e-08
47	2	2	1.00000000000000111e+00	6.46960779261228790e-09	3.54403611596554313e-08
47	3	3	9.99999999999999445e-01	7.34020760892952296e-09	6.77900713619283835e-08
47	4	4	9.99999999999999556e-01	2.05751626663802113e-08	1.24861980199675315e-07
47	5	5	9.99999999999999667e-01	1.10203121888685600e-08	1.53001827540855118e-07
47	6	6	9.99999999999999556e-01	1.68328064742904809e-08	1.57091917918350532e-07
47	7	7	1.00000000000000400e+00	1.22729198815162251e-08	1.80090045764913498e-07
47	8	8	1.00000000000000022e+00	4.02793301912684343e-09	1.85549140718777039e-07
47	9	9	1.00000000000000089e+00	8.81504686247417222e-09	2.24596365061557890e-07
47	10	10	1.00000000000000022e+00	2.42762880352511399e-08	2.76668660648127229e-07
47	11	11	9.99999999999999223e-01	1.57965799535566583e-08	3.18397955889615503e-07
47	12	12	9.99999999999997891e-01	1.18001760069978517e-08	3.26604244982320324e-07
47	13	13	1.00000000000000000e+00	6.00841899280185478e-09	3.29332302873019955e-07
47	14	14	1.00000000000000111e+00	3.20291081717604632e-09	3.61195603759689732e-07
47	15	15	9.99999999999995892e-01	2.37992662818421025e-08	3.71586351466390852e-07
47	16	16	9.99999999999999112e-01	3.01852357220077285e-08	3.85955956749839402e-07
47	17	17	9.99999999999994560e-01	1.55721920858698315e-08	4.06936490060516576e-07
47	18	18	9.99999999999999889e-01	7.47390941745218134e-09	4.57949978160954174e-07
47	19	19	9.99999999999991784e-01	1.80329013606174894e-08	5.30313378765967514e-07
47	20	20	9.99999999999974909e-01	4.47614380076969671e-09	6.28561822813011872e-07
47	21	21	9.99999999999993339e-01	7.33564466474912492e-10	7.24859498202334862e-07
47	22	22	1.00000000000000466e+00	4.76610919741255149e-10	1.13981687599462589e-06
47	23	23	1.00000000000026734e+00	3.95468183855455598e-08	1.26383489273962368e-06
47	24	24	1.00000000000072120e+00	3.46695412655599795e-10	1.49934717263988659e-06
47	25	25	1.00000000000232792e+00	1.65742478880646255e-08	1.92901749418439294e-06
48	0	0	9.99999999999999556e-01	2.17515332052914366e-08	-6.37669414216279762e-08
48	1	1	1.00000000000000067e+00	1.87101298496203664e-08	3.27231258201443609e-08
48	2	3	9.62669451229125284e-01	1.20774189939449306e+00	7.59736604738492360e-08
48	3	2	9.62669451229125062e-01	1.20774189939041432e+00	7.59749875789417217e-08
48	4	4	1.00000000000000000e+00	2.52770433161444389e-08	1.15801575883978103e-07
48	5	6	9.82526178116440163e-01	1.27583349476255159e+00	1.35926670197239474e-07
48	6	5	9.82526178116440385e-01	1.27583349490195652e+00	1.35936749190435080e-07
48	7	7	1.00000000000000622e+00	1.03618829678447445e-08	1.84331343633381550e-07
48	8	9	9.61844315747207634e-01	1.20532372885813799e+00	1.96916532413382583e-07
48	9	8	9.61844315747207745e-01	1.20532372862143355e+00	1.96925940443293257e-07
48	10	10	9.99999999999995226e-01	2.10696460428709471e-08	2.64879851052945980e-07
48	11	11	9.99999999999998668e-01	1.87876160765906043e-08	3.06288444273938865e-07
48	12	12	9.41652809065341323e-01	3.41605593719654765e-01	3.10484047472137092e-07
48	13	13	9.41652809065339769e-01	3.41605593730783252e-01	3.10579814866152049e-07
48	14	15	7.17925765288301543e-01	7.79590057880117815e-01	3.94084401555971908e-07
48	15	14	7.17925765288301765e-01	7.79590057748035581e-01	3.94416284521525995e-07
48	16	16	9.99999999999991340e-01	3.33554255399945779e-08	4.20337461504161070e-07
48	17	18	9.12471871542099633e-01	1.08706996693636593e+00	4.53074651129981021e-07
48	18	17	9.12471871542098301e-01	1.08706996702123915e+00	4.53262475774707241e-07
48	19	19	1.00000000000000688e+00	2.79924813959432264e-08	5.84302884965026692e-07
48	20	20	8.30661339767659213e-01	5.81959895658102244e-01	7.98968346593653678e-07
48	21	21	8.30661339767658324e-01	5.81959895656979032e-01	7.99443292898160962e-07
48	22	23	8.87405286125721449e-01	1.03827733783225495e+00	1.34451265987323154e-06
48	23	22	8.87405286125723891e-01	1.03827733783489062e+00	1.34459673839515403e-06
48	24	24	1.00000000000117062e+00	1.18802180341020985e-08	1.43769909755064873e-06
48	25	25	1.00000000000110689e+00	7.94768507835897322e-09	2.10263072109029281e-06
49	0	0	9.99999999999999778e-01	6.88308102844873610e-09	-4.73629095942840195e-08
49	1	1	9.99999999999999223e-01	5.10905143820700295e-09	1.20809461393034390e-08
49	2	2	9.99999999999998890e-01	6.15464497471808950e-09	3.54346909869907023e-08
49	3	3	1.00000000000000000e+00	7.13926967039468579e-09	6.77851408059648719e-08
49	4	4	9.99999999999999112e-01	1.96059012189795056e-08	1.24872893081384717e-07
49	5	5	9.99999999999999112e-01	1.15653276354592144e-08	1.53004917902155313e-07
49	6	6	9.99999999999998668e-01	1.73487127289337767e-08	1.57115332799495633e-07
49	7	7	1.00000000000000311e+00	1.19351730888426318e-08	1.80061307253343017e-07
49	8	8	9.99999999999999445e-01	6.19199549210530255e-09	1.85605837921265504e-07
49	9	9	1.00000000000000111e+00	8.18042851601138314e-09	2.24725355435495544e-07
49	10	10	1.00000000000000089e+00	2.16350691315820721e-08	2.76070723392862760e-07
49	11	11	1.00000000000000067e+00	1.56304841197683747e-08	3.18461250370383198e-07
49	12	12	9.99999999999997891e-01	1.07640739961948419e-08	3.26391943805681706e-07
49	13	13	9.99999999999999223e-01	8.52476428844078245e-09	3.29417383371222172e-07
49	14	14	9.99999999999999667e-01	5.13857177087473377e-09	3.60990998649057815e-07
49	15	15	9.99999999999997669e-01	1.97025776777332613e-08	3.71886653693920266e-07
49	16	16	9.99999999999999445e-01	2.12925213554336200e-08	3.86631083593158564e-07
49	17	17	9.99999999999996558e-01	1.17603754854346279e-08	4.06883163384108570e-07
49	18	18	1.00000000000000000e+00	9.06726983846327913e-09	4.58108409207014233e-07
49	19	19	9.99999999999992228e-01	1.83092073327410828e-08	5.30303031043288797e-07
49	20	20	9.99999999999975797e-01	6.59469544211801782e-09	6.27629026528353506e-07
49	21	21	9.99999999999997446e-01	1.19460599706605079e-09	7.24175222455158973e-07
49	22	22	9.99999999999998557e-01	5.20800990122056978e-10	1.14058211675427401e-06
49	23	23	1.00000000000024225e+00	4.01063058856676386e-08	1.26803686972820628e-06
49	24	24	1.00000000000070077e+00	4.15098628578086909e-10	1.49835956353427946e-06
49	25	25	1.00000000000238876e+00	1.68285411723108179e-08	1.92865830861421728e-06
50	0	0	9.99999999999998668e-01	1.57955019307335442e-09	-3.82133144710694594e-08
50	1	1	9.99999999999999556e-01	5.20336997368353749e-09	-1.66218111052451184e-11
50	2	2	9.99999999999999778e-01	1.15120842880463165e-08	3.82681013960661787e-08
50	3	3	1.00000000000000089e+00	2.81585071753366738e-09	5.66324534212458985e-08
50	4	4	9.99999999999999667e-01	1.40050506263305419e-08	1.11430295157699533e-07
50	5	5	1.00000000000000089e+00	2.06614271099690395e-08	1.53127065805058749e-07
50	6	6	1.00000000000000178e+00	1.05803258510800215e-08	1.67390041827530922e-07
50	7	7	9.99999999999999556e-01	2.29321939222453686e-09	1.71068702592425126e-07
50	8	8	1.00000000000000178e+00	1.03886546181386434e-08	2.34539424659452322e-07
50	9	9	9.99999999999999889e-01	9.41393809313045782e-09	2.41089324837240326e-07
50	10	10	1.00000000000000266e+00	1.04671272014653053e-08	2.68666709768439205e-07
50	11	11	1.00000000000000133e+00	8.44433473900223113e-09	2.68800272484881475e-07
50	12	12	1.00000000000000000e+00	1.50598119541967498e-08	3.40927801878443404e-07
50	13	13	9.99999999999999556e-01	1.17155814122283130e-08	3.45894523245959817e-07
50	14	14	9.99999999999999445e-01	1.09156948918395128e-08	3.53765371552405838e-07
50	15	15	9.99999999999998446e-01	1.78368588761793946e-08	3.66878868840458949e-07
50	16	16	9.99999999999995892e-01	1.27034154630062841e-08	3.89682417001324666e-07
50	17	17	1.00000000000000133e+00	2.01954877533062465e-08	4.21198704136926949e-07
